Price_Billion,Price_Per_m2,Area_m2,District,Ward,Bedrooms,Is_MatTien,Width_m,Floors,Is Hem,Post Time,Toilets
4,61.73,64.8,Quận 11,11,4,1,3.6,4,0,19/12/2025,4
23,170.37,135,Quận 11,11,4,1,5,4,0,18/12/2025,4
9.99,243.66,41,Quận 11,3,4,1,4,6,0,21/11/2025,4
6.48,207.69,31.2,Quận 11,8,11,0,4.3,4,1,05/01/2026,3
4.79,74.26,64.5,Quận 11,4,4,1,4.3,4,0,05/01/2026,4
16.8,336,50,Quận 11,11,50,1,3.4,5.5,0,05/01/2026,5
4.86,81,60,Quận 11,8,4,0,4,4.5,1,05/01/2026,4
13,216.67,60,Quận 11,10,4,1,20,3,0,05/01/2026,4
15.5,308.15,50.3,Quận 11,11,3,1,4.5,2,0,04/01/2026,3
18.5,248.66,74.4,Quận 11,13,2,1,3.7,2,0,04/01/2026,2
4.2,51.72,81.2,Quận 11,11,4,0,5.2,3,1,04/01/2026,4
8.25,206.25,40,Quận 11,8,4,1,3.5,2,0,04/01/2026,4
60,269.54,222.6,Quận 11,2,4,1,8.4,4,0,04/01/2026,4
2.75,38.19,72,Quận 11,6,5,0,5,4,1,04/01/2026,5
6.48,150.7,43,Quận 11,8,4,0,4.3,4,1,04/01/2026,4
3.3,172.77,19.1,Quận 11,14,2,1,3.1,3,0,04/01/2026,2
3.15,35.8,88,Quận 11,7,4,1,6,3.5,0,04/01/2026,4
16.9,3930.23,4.3,Quận 11,1,5,1,4.2,4,0,04/01/2026,5
16.5,275,60,Quận 11,11,5,1,4,4.5,0,04/01/2026,5
6.8,151.11,45,Quận 11,2,4,0,3,2.5,1,04/01/2026,4
8.1,104.65,77.4,Quận 11,5,4,0,4,3,1,04/01/2026,4
8.5,132.81,64,Quận 11,5,5,1,4,3.5,0,04/01/2026,4
6.9,156.82,44,Quận 11,2,4,0,5.75,3.5,1,04/01/2026,4
4.86,73.64,66,Quận 11,1,4,0,4.4,4,1,04/01/2026,4
9,108.43,83,Quận 11,13,4,0,4,2,1,04/01/2026,4
3.75,44.64,84,Quận 11,5,4,0,5,4.5,1,04/01/2026,4
8.5,163.46,52,Quận 11,5,4,1,5,1,0,04/01/2026,4
6.9,143.75,48,Quận 11,5,4,1,4,3,0,04/01/2026,4
4.98,75.45,66,Quận 11,7,3,0,4.4,3.5,1,04/01/2026,3
8,205.13,39,Quận 11,8,3,1,3.5,1,0,03/01/2026,3
2.27,36.15,62.8,Quận 11,1,5,0,4,4,1,03/01/2026,5
13,130,100,Quận 11,4,4,1,8,1,0,03/01/2026,4
4.42,63.37,69.75,Quận 11,10,4,0,4.5,5,1,03/01/2026,4
7.2,200,36,Quận 11,7,3,0,7,2,1,03/01/2026,3
6.95,139,50,Quận 11,8,4,0,5,3,1,03/01/2026,4
7.3,137.74,53,Quận 11,16,4,0,4.1,3.5,1,03/01/2026,4
15.5,221.43,70,Quận 11,5,4,1,3.7,2,0,03/01/2026,4
4.89,75.23,65,Quận 11,1,4,1,5,4,0,03/01/2026,4
9,152.54,59,Quận 11,5,11,1,3.6,4,0,02/01/2026,4
8.5,132.81,64,Quận 11,1,3,1,6,4,0,02/01/2026,3
62,176.64,351,Quận 11,3,4,1,18,6,0,02/01/2026,4
62,279.28,222,Quận 11,12,4,1,8.5,4.5,0,02/01/2026,4
6.48,209.03,31,Quận 11,8,3,0,3,3.5,1,02/01/2026,3
8.6,153.57,56,Quận 11,5,4,1,3.6,4,0,02/01/2026,4
16.5,206.25,80,Quận 11,9,4,0,5.4,4,1,02/01/2026,4
6.48,150.7,43,Quận 11,8,3,1,4.3,4,0,02/01/2026,3
14.5,190.79,76,Quận 11,8,4,0,4,4,1,02/01/2026,4
7.69,91.58,83.97,Quận 11,16,78,0,6,4,1,02/01/2026,4
22.5,192.31,117,Quận 11,15,4,1,4.5,4,0,02/01/2026,4
7.4,185,40,Quận 11,3,2,1,8,2.5,0,02/01/2026,2
65,167.1,389,Quận 11,4,4,1,11,3.5,0,01/01/2026,4
13,144.44,90,Quận 11,1,90,1,6,2,0,01/01/2026,90
13.95,174.38,80,Quận 11,3,4,1,6.8,3.5,0,01/01/2026,4
10.99,297.03,37,Quận 11,8,4,1,3.2,5,0,01/01/2026,4
44,217.82,202,Quận 11,8,4,1,10,4,0,01/01/2026,4
14.9,310.42,48,Quận 11,3,4,1,9,4,0,01/01/2026,4
4.5,97.83,46,Quận 11,14,2,1,30,2,0,01/01/2026,3
9.99,208.12,48,Quận 11,3,4,1,3,4,0,31/12/2025,4
4.95,73.33,67.5,Quận 11,8,4,0,4.5,3.5,1,31/12/2025,4
13.3,190,70,Quận 11,5,4,1,5,6,0,31/12/2025,4
9.9,198,50,Quận 11,3,50,0,4.5,4,1,31/12/2025,4
9.5,237.5,40,Quận 11,10,5,0,3.3,5,1,31/12/2025,4
3.5,44.59,78.5,Quận 11,5,4,0,4.6,4.5,1,31/12/2025,4
7.1,147.92,48,Quận 11,10,4,1,3.5,3,0,31/12/2025,4
8.9,148.33,60,Quận 11,2,7,0,4,3,1,31/12/2025,4
6.9,143.75,48,Quận 11,5,4,0,4,3,1,31/12/2025,3
8.5,170,50,Quận 11,5,4,0,4.1,2.5,1,31/12/2025,4
4.94,75.08,65.8,Quận 11,6,4,0,4.7,1,1,31/12/2025,4
16.5,77.83,212,Quận 11,5,4,1,5.3,2.5,0,31/12/2025,4
33,294.64,112,Quận 11,15,4,1,6.2,5,0,30/12/2025,4
7.5,186.1,40.3,Quận 11,3,2,1,3.5,2.5,0,30/12/2025,2
5.95,233.33,25.5,Quận 11,6,5,1,3.05,4.5,0,30/12/2025,5
36,318.58,113,Quận 11,11,4,1,6.4,1,0,30/12/2025,4
7.8,165.96,47,Quận 11,3,3,1,3,4,0,30/12/2025,3
4.5,100,45,Quận 11,10,2,0,3,2,1,30/12/2025,2
12.5,189.39,66,Quận 11,10,4,1,8,4,0,30/12/2025,4
3.7,148,25,Quận 11,3,2,0,3.5,3,1,30/12/2025,2
57,316.67,180,Quận 11,16,4,1,7.7,6,0,30/12/2025,4
7.3,140.38,52,Quận 11,16,4,1,4,4.5,0,30/12/2025,4
4.6,153.33,30,Quận 11,1,2,0,4,2,1,30/12/2025,2
6.35,113.39,56,Quận 11,5,4,0,4.3,2,1,30/12/2025,4
12.8,328.21,39,Quận 11,7,4,1,9,4,0,30/12/2025,4
5.9,91.05,64.8,Quận 11,5,3,1,3,2,0,30/12/2025,4
6.7,159.52,42,Quận 11,2,3,0,6.7,4.5,1,30/12/2025,3
4.85,86.22,56.25,Quận 11,1,4,0,4.5,2,1,30/12/2025,4
2.97,33,90,Quận 11,11,3,1,6,4.5,0,30/12/2025,3
7.8,130,60,Quận 11,5,4,0,6,4,1,30/12/2025,4
7,200,35,Quận 11,9,3,0,3.5,4,1,29/12/2025,3
3.25,29.55,110,Quận 11,8,4,1,6.5,4.5,0,29/12/2025,4
7.4,180.49,41,Quận 11,3,2,1,3.5,2.5,0,29/12/2025,4
7.4,180.49,41,Quận 11,3,3,1,3.5,2.5,0,29/12/2025,3
8.5,149.12,57,Quận 11,5,5,1,6,3,0,29/12/2025,5
3.6,103.75,34.7,Quận 11,3,3,0,5.2,3.5,1,29/12/2025,3
10.5,156.72,67,Quận 11,10,4,1,4.5,3.5,0,29/12/2025,4
6.5,130,50,Quận 11,5,4,1,4.5,3,0,29/12/2025,4
16.8,336,50,Quận 11,8,4,1,3.4,5,0,29/12/2025,4
9.9,180,55,Quận 11,3,4,1,5,4,0,29/12/2025,4
14.6,211.59,69,Quận 11,2,4,1,4.2,4.5,0,29/12/2025,4
15.8,219.44,72,Quận 11,5,4,1,4,3,0,29/12/2025,4
1.78,35.6,50,Quận 11,8,2,1,4,2,0,29/12/2025,2
3.99,52.5,76,Quận 11,7,4,0,4.5,2,1,29/12/2025,4
9,183.67,49,Quận 11,13,2,1,3.5,2,0,29/12/2025,2
14.2,288.62,49.2,Quận 11,5,4,1,1,1,0,29/12/2025,4
6,157.89,38,Quận 11,5,2,1,3.5,1,0,28/12/2025,2
10.5,156.72,67,Quận 11,8,4,0,5.6,3.5,1,28/12/2025,4
8.6,172,50,Quận 11,5,5,1,4.1,4,0,28/12/2025,4
1.9,153.23,12.4,Quận 11,1,1,0,3.2,2,1,28/12/2025,1
4.68,68.82,68,Quận 11,16,3,1,4,3.5,0,28/12/2025,3
6.9,153.33,45,Quận 11,2,3,0,3,2,1,28/12/2025,3
3.2,46.24,69.2,Quận 11,7,4,0,4,3.5,1,28/12/2025,4
3.99,133,30,Quận 11,1,3,0,3,3,1,28/12/2025,3
2.89,46.61,62,Quận 11,11,4,0,4,3,1,28/12/2025,4
11,203.7,54,Quận 11,1,4,1,5.7,1,0,28/12/2025,4
25,290.7,86,Quận 11,12,2,1,12,1,0,28/12/2025,2
4.98,131.05,38,Quận 11,5,3,1,4,2,0,28/12/2025,3
10.7,157.35,68,Quận 11,6,4,1,4.3,2.5,0,28/12/2025,4
7.4,168.18,44,Quận 11,3,4,1,3.6,3,0,28/12/2025,4
14.2,225.4,63,Quận 11,3,14,1,4.1,4,0,28/12/2025,14
5.4,120,45,Quận 11,14,3,1,3.8,3,0,27/12/2025,3
6.2,114.81,54,Quận 11,3,4,0,4.5,3,1,27/12/2025,4
31.99,146.74,218,Quận 11,5,4,0,11,1,1,27/12/2025,4
3.59,69.04,52,Quận 11,1,4,0,3,4,1,27/12/2025,4
7.8,185.71,42,Quận 11,8,4,0,5.5,3,1,27/12/2025,4
7.4,185,40,Quận 11,3,2,1,8,2.5,0,27/12/2025,2
10.2,204,50,Quận 11,10,4,1,5,4,0,27/12/2025,4
9.7,82.91,117,Quận 11,3,1,0,5,5,1,27/12/2025,4
8.8,220,40,Quận 11,3,4,0,4.4,5,1,27/12/2025,4
9.7,82.91,117,Quận 11,3,1,0,5,5,1,27/12/2025,4
6.5,100,65,Quận 11,5,3,0,4.3,2,1,27/12/2025,3
7.5,187.5,40,Quận 11,3,3,1,3.5,3,0,27/12/2025,3
9.5,238.1,39.9,Quận 11,11,4,1,3.25,4.5,0,27/12/2025,5
1.9,158.33,12,Quận 11,1,1,1,3.2,2,0,27/12/2025,1
7.8,104,75,Quận 11,16,5,0,6,4,1,27/12/2025,4
6.98,286.07,24.4,Quận 11,14,2,0,4.6,3,1,27/12/2025,4
5.9,90.77,65,Quận 11,5,3,0,3,2,1,26/12/2025,4
4.98,124.5,40,Quận 11,5,2,0,4,2,1,26/12/2025,2
16.5,331.99,49.7,Quận 11,11,5,1,22,5.5,0,26/12/2025,5
10.2,150,68,Quận 11,10,4,1,4,3,0,26/12/2025,4
7.8,127.87,61,Quận 11,5,4,0,6,3.5,1,26/12/2025,4
35,419.66,83.4,Quận 11,12,4,1,3,2.5,0,26/12/2025,4
9.7,129.33,75,Quận 11,10,4,0,5,4,1,26/12/2025,4
8.65,192.22,45,Quận 11,10,4,0,3.5,3.5,1,26/12/2025,4
7,88.61,79,Quận 11,11,4,0,4,2,1,26/12/2025,4
6.9,222.58,31,Quận 11,14,3,1,10,3,0,26/12/2025,3
7.4,185,40,Quận 11,3,1,1,8,2.5,0,26/12/2025,1
9.9,180,55,Quận 11,14,3,1,8,3,0,26/12/2025,3
8.5,170,50,Quận 11,5,3,1,4.1,2.5,0,26/12/2025,3
4.98,131.05,38,Quận 11,5,11,0,3.4,2,1,26/12/2025,3
5.3,147.22,36,Quận 11,14,2,1,3.8,2,0,26/12/2025,2
5.35,178.33,30,Quận 11,1,3,0,5,3.5,1,26/12/2025,4
11.9,165.28,72,Quận 11,5,4,0,4,4,1,26/12/2025,4
4.28,158.52,27,Quận 11,12,2,1,6,1,0,26/12/2025,2
10,250,40,Quận 11,3,4,1,4,4,0,26/12/2025,4
10,151.52,66,Quận 11,3,4,0,5.5,4,1,26/12/2025,4
5.3,203.85,26,Quận 11,6,4,0,3.25,3.5,1,26/12/2025,4
10.2,204,50,Quận 11,3,4,1,5.3,4,0,25/12/2025,4
9.6,240,40,Quận 11,3,5,1,4,6,0,25/12/2025,5
21.5,195.45,110,Quận 11,15,5,0,4,3,1,25/12/2025,5
11.5,239.58,48,Quận 11,1,4,1,4,4,0,25/12/2025,4
9.7,244.95,39.6,Quận 11,1,113,1,16,3,0,25/12/2025,113
150,454.55,330,Quận 11,15,4,1,15,9,0,25/12/2025,4
16.5,275,60,Quận 11,11,4,1,4,5,0,25/12/2025,4
6.1,234.62,26,Quận 11,7,3,0,3,5,1,25/12/2025,3
6.7,111.67,60,Quận 11,13,4,1,4.3,4,0,25/12/2025,4
9.89,119.16,83,Quận 11,2,3,1,7,2,0,25/12/2025,3
11,161.76,68,Quận 11,10,4,1,4,5,0,25/12/2025,4
7.8,127.87,61,Quận 11,5,4,1,2,3.5,0,25/12/2025,4
8.5,149.91,56.7,Quận 11,5,4,1,4.1,2.5,0,25/12/2025,4
9.5,215.91,44,Quận 11,14,4,0,4,4.5,1,25/12/2025,4
6.5,196.97,33,Quận 11,7,2,0,3,2,1,25/12/2025,2
3.18,155.88,20.4,Quận 11,14,2,1,3,2,0,25/12/2025,4
9.8,116.67,84,Quận 11,8,4,0,4,2,1,25/12/2025,4
95,182.69,520,Quận 11,15,2,1,20.5,2,0,25/12/2025,2
9.8,148.48,66,Quận 11,4,2,0,4,2,1,25/12/2025,2
46,565.81,81.3,Quận 11,7,4,1,4,5,0,25/12/2025,4
10.5,169.35,62,Quận 11,3,4,0,4,2.5,1,25/12/2025,4
8.7,150,58,Quận 11,5,4,1,3.6,4,0,25/12/2025,4
9.9,175.53,56.4,Quận 11,13,4,1,4.7,5,0,25/12/2025,4
4.09,49.88,82,Quận 11,11,4,0,4.5,2,1,25/12/2025,4
10,200,50,Quận 11,10,4,1,4.5,5,0,24/12/2025,4
11.5,250,46,Quận 11,16,5,1,4,3.5,0,24/12/2025,5
11.5,253.86,45.3,Quận 11,1,3,1,4,3.5,0,24/12/2025,3
14.8,296,50,Quận 11,3,4,1,18,4.5,0,24/12/2025,4
12.5,227.27,55,Quận 11,8,2,1,4.5,2,0,24/12/2025,2
90,300,300,Quận 11,15,4,1,15,5,0,24/12/2025,4
5.4,200,27,Quận 11,7,4,0,3.1,3.5,1,24/12/2025,4
3.5,166.67,21,Quận 11,7,3,0,3.6,2,1,24/12/2025,3
9.8,148.48,66,Quận 11,14,4,1,4,2,0,24/12/2025,4
17.5,336.54,52,Quận 11,10,3,1,4,3,0,24/12/2025,3
12.8,185.51,69,Quận 11,12,4,0,6,4.5,1,24/12/2025,4
10.9,103.81,105,Quận 11,1,7,0,7,5,1,24/12/2025,4
18,257.14,70,Quận 11,10,5,1,4.5,5,0,24/12/2025,5
6.2,140.91,44,Quận 11,1,4,1,3.8,3,0,24/12/2025,4
19.8,105.32,188,Quận 11,5,1,1,6,6,0,24/12/2025,1
6.9,127.78,54,Quận 11,14,4,0,4,3.5,1,24/12/2025,4
13.8,172.5,80,Quận 11,11,4,0,7,3,1,24/12/2025,4
14.5,226.56,64,Quận 11,3,4,1,4,3.5,0,24/12/2025,4
8.5,126.87,67,Quận 11,5,5,1,4,3.5,0,23/12/2025,5
8.4,123.53,68,Quận 11,5,5,1,4,3.5,0,23/12/2025,5
8.95,137.69,65,Quận 11,4,1,1,5,5,0,23/12/2025,1
21,200,105,Quận 11,4,1,1,5,1,0,23/12/2025,1
95,184.11,516,Quận 11,15,4,0,21,2,1,23/12/2025,4
5.9,92.19,64,Quận 11,5,4,1,3.6,2,0,23/12/2025,4
8.5,212.5,40,Quận 11,14,2,0,4.1,4,1,23/12/2025,2
6.3,143.18,44,Quận 11,1,4,0,5,3.5,1,23/12/2025,4
9.8,148.48,66,Quận 11,11,2,0,9.8,2,1,23/12/2025,2
26.5,294.44,90,Quận 11,15,4,1,6,5,0,23/12/2025,4
9.9,175.53,56.4,Quận 11,13,4,1,4.7,5,0,23/12/2025,4
5.89,92.03,64,Quận 11,5,2,1,3.6,1,0,23/12/2025,2
14.8,234.92,63,Quận 11,14,4,1,4,4,0,23/12/2025,4
2.89,46.61,62,Quận 11,15,3,0,4.6,2,1,23/12/2025,3
66,226.03,292,Quận 11,5,4,1,3.9,4,0,23/12/2025,5
95,184.47,515,Quận 11,15,4,0,20,2,1,23/12/2025,4
23,287.5,80,Quận 11,16,4,1,3,5,0,23/12/2025,4
25.5,303.57,84,Quận 11,15,4,0,10,6,1,23/12/2025,4
16.6,230.56,72,Quận 11,4,4,1,4.2,1,0,23/12/2025,4
3.88,47.55,81.6,Quận 11,7,4,0,4.8,3.5,1,23/12/2025,4
4.38,156.43,28,Quận 11,10,2,0,3.3,2,1,23/12/2025,2
24,296.3,81,Quận 11,16,4,1,4,4,0,23/12/2025,4
37,115.62,320,Quận 11,16,5,0,8,3,1,22/12/2025,5
2.7,158.82,17,Quận 11,16,4,0,4,2,1,22/12/2025,4
6.8,194.29,35,Quận 11,13,4,1,5,2,0,22/12/2025,4
4.95,103.12,48,Quận 11,14,100,0,4,3.5,1,22/12/2025,4
6.3,110.53,57,Quận 11,4,1,0,4,1,1,22/12/2025,1
1.75,56.45,31,Quận 11,11,1,0,3,1,1,22/12/2025,1
3.6,225,16,Quận 11,11,2,1,3,3,0,22/12/2025,2
10.6,143.24,74,Quận 11,3,3,0,5,3.5,1,22/12/2025,3
10.7,148.61,72,Quận 11,14,3,1,4.2,4,0,22/12/2025,3
7.9,103.95,76,Quận 11,4,1,0,4,1,1,22/12/2025,1
12,160,75,Quận 11,3,4,0,5.4,3.5,1,22/12/2025,4
16.5,194.12,85,Quận 11,3,4,1,4.8,4.5,0,22/12/2025,4
6.9,138,50,Quận 11,14,11,1,4.1,3,0,22/12/2025,11
2.7,35.39,76.3,Quận 11,7,4,0,4.5,2,1,22/12/2025,4
10.9,155.71,70,Quận 11,8,8,1,5,3.5,0,22/12/2025,8
18,225,80,Quận 11,1,4,1,6,3.5,0,22/12/2025,4
5.71,86.2,66.24,Quận 11,7,4,1,4.6,4.5,0,22/12/2025,4
6.6,140.43,47,Quận 11,16,5,0,5.8,3.5,1,22/12/2025,5
3.4,46.45,73.2,Quận 11,11,4,0,4.6,3.5,1,21/12/2025,4
6,142.86,42,Quận 11,2,4,1,3.8,4,0,21/12/2025,4
86,344,250,Quận 11,15,4,1,12.5,2,0,21/12/2025,4
3.68,48.23,76.3,Quận 11,7,4,1,4.5,2,0,21/12/2025,4
25,277.78,90,Quận 11,13,5,1,3.6,9,0,21/12/2025,5
3.89,49.87,78,Quận 11,11,4,0,4.5,3,1,21/12/2025,4
85,425,200,Quận 11,15,4,1,12.2,7,0,21/12/2025,4
7.3,126.96,57.5,Quận 11,8,4,0,6,3,1,21/12/2025,4
12.2,203.33,60,Quận 11,4,4,1,4,3.5,0,21/12/2025,4
4.56,80.42,56.7,Quận 11,11,4,0,4.2,3.5,1,21/12/2025,4
12.5,186.57,67,Quận 11,16,4,0,6,4.5,1,21/12/2025,4
10.15,203,50,Quận 11,3,4,1,5.3,4,0,21/12/2025,4
6.9,143.75,48,Quận 11,5,4,1,3,3,0,20/12/2025,4
5.2,206.35,25.2,Quận 11,6,11,1,3.25,3,0,20/12/2025,11
8.8,220,40,Quận 11,3,7,0,4.5,5,1,20/12/2025,4
4.1,128.12,32,Quận 11,1,2,0,4,2,1,20/12/2025,2
11.85,139.41,85,Quận 11,5,5,0,4.1,5,1,20/12/2025,4
85,427.57,198.8,Quận 11,5,4,1,12.5,2,0,20/12/2025,4
5,128.21,39,Quận 11,3,4,1,3.5,3,0,20/12/2025,4
6.6,160.98,41,Quận 11,14,4,0,4,3,1,20/12/2025,4
6.9,123.21,56,Quận 11,14,5,0,4,3.5,1,20/12/2025,5
6.6,150,44,Quận 11,1,4,0,5,3.5,1,20/12/2025,4
3.89,51.87,75,Quận 11,7,3,1,5,3.5,0,20/12/2025,3
6.9,135.29,51,Quận 11,14,5,1,4.1,4.5,0,20/12/2025,5
6.4,148.84,43,Quận 11,2,3,1,3.5,3,0,20/12/2025,3
7.98,133,60,Quận 11,5,4,0,1,4,1,20/12/2025,4
7.3,91.25,80,Quận 11,11,4,1,4,2,0,20/12/2025,4
6.9,123.21,56,Quận 11,14,5,0,4,4,1,20/12/2025,4
5.1,154.55,33,Quận 11,3,4,1,3.4,3,0,20/12/2025,4
5.1,130.77,39,Quận 11,3,3,1,3.5,3,0,20/12/2025,4
25.5,212.5,120,Quận 11,4,4,1,4.1,1,0,20/12/2025,4
5,125,40,Quận 11,5,3,0,4,2,1,20/12/2025,3
14.9,310.42,48,Quận 11,3,4,1,4,4,0,20/12/2025,5
6.6,150,44,Quận 11,1,4,0,4,3.5,1,20/12/2025,4
9.5,201.57,47.13,Quận 11,11,4,0,3.25,5,1,20/12/2025,5
14.2,215.15,66,Quận 11,15,2,1,10,2,0,19/12/2025,2
6.6,137.5,48,Quận 11,1,4,1,3.9,4.5,0,19/12/2025,4
5,166.67,30,Quận 11,1,2,1,3.6,2,0,19/12/2025,2
3.25,42.76,76,Quận 11,11,4,1,4.7,4,0,19/12/2025,4
6.6,150,44,Quận 11,1,4,1,3.8,3.5,0,19/12/2025,4
27,421.88,64,Quận 11,16,4,1,4.2,7.5,0,19/12/2025,4
10.2,204,50,Quận 11,3,4,1,5.3,4,0,19/12/2025,4
22,289.47,76,Quận 11,5,4,1,4,5,0,19/12/2025,4
16.6,237.14,70,Quận 11,15,4,1,4.5,4,0,19/12/2025,4
30,234.38,128,Quận 11,15,4,0,8,2,1,19/12/2025,4
2.35,40.52,58,Quận 11,8,4,0,4,3,1,19/12/2025,4
10.2,229.73,44.4,Quận 11,8,4,1,3.7,6,0,19/12/2025,4
15.8,105.33,150,Quận 11,1,4,0,5,3,1,19/12/2025,4
6.1,95.31,64,Quận 11,5,3,1,3.6,2,0,19/12/2025,4
14.5,290,50,Quận 11,3,4,1,2,4.5,0,19/12/2025,4
19,223.53,85,Quận 11,4,4,1,4,4,0,19/12/2025,4
6.9,115,60,Quận 11,14,5,1,4,4.5,0,19/12/2025,5
6.8,113.33,60,Quận 11,13,2,1,2,2,0,19/12/2025,2
6.6,146.67,45,Quận 11,1,4,1,3.8,3.5,0,19/12/2025,4
17.3,298.28,58,Quận 11,1,17,1,10,1,0,19/12/2025,17
105,194.44,540,Quận 11,15,4,0,20,3,1,19/12/2025,4
6.9,123.21,56,Quận 11,14,4,0,4,3.5,1,19/12/2025,4
6.6,146.67,45,Quận 11,1,4,0,3.8,4,1,19/12/2025,4
5.3,77.94,68,Quận 11,5,4,1,4.5,4,0,19/12/2025,4
9.9,84.62,117,Quận 11,3,1,1,5,1,0,18/12/2025,1
16,313.73,51,Quận 11,1,4,0,30,5,1,18/12/2025,4
7.5,277.78,27,Quận 11,7,2,1,3,3.5,0,18/12/2025,2
7.3,270.37,27,Quận 11,7,2,0,4,3,1,18/12/2025,2
14.5,230.16,63,Quận 11,5,4,1,4,4.5,0,18/12/2025,5
6.6,151.72,43.5,Quận 11,1,4,1,3.8,3.5,0,18/12/2025,4
6.2,163.16,38,Quận 11,11,4,0,3.8,3.5,1,18/12/2025,4
69,479.17,144,Quận 11,6,4,1,3,3,0,18/12/2025,4
6.6,114.78,57.5,Quận 11,5,4,1,4,5,0,18/12/2025,4
16.5,317.31,52,Quận 11,14,4,1,4,3,0,18/12/2025,4
5.1,130.77,39,Quận 11,3,3,1,3.5,3,0,18/12/2025,3
6.9,135.83,50.8,Quận 11,14,4,1,4.1,4.5,0,18/12/2025,5
6.8,113.33,60,Quận 11,13,2,1,5,1,0,18/12/2025,2
5.15,173.4,29.7,Quận 11,12,2,0,3.3,3.5,1,18/12/2025,2
4.8,160,30,Quận 11,1,4,0,3.3,3,1,18/12/2025,4
3.6,133.33,27,Quận 11,12,3,1,3.15,3.5,0,18/12/2025,3
7.5,123.36,60.8,Quận 11,5,4,0,3.8,2,1,18/12/2025,4
8.2,117.14,70,Quận 11,5,11,1,4,3,0,18/12/2025,4
4.65,166.07,28,Quận 11,11,3,0,3.5,4,1,18/12/2025,3
7.5,147.06,51,Quận 11,16,4,0,3.5,3,1,18/12/2025,4
5.4,112.5,48,Quận 11,5,4,0,4,2,1,18/12/2025,4
16,168.42,95,Quận 11,5,4,0,5.5,5.5,1,18/12/2025,4
58,453.12,128,Quận 11,6,4,1,3,4,0,18/12/2025,4
1.86,155,12,Quận 11,11,1,0,2.7,2,1,17/12/2025,1
2.7,142.11,19,Quận 11,11,3,0,3.8,4,1,17/12/2025,3
5.99,153.59,39,Quận 5,2,4,0,3.9,1,1,05/01/2026,4
3.55,55.47,64,Quận 5,12,2,1,4,2,0,05/01/2026,2
4.8,100,48,Quận 5,3,4,1,4,5,0,05/01/2026,4
3.88,88.18,44,Quận 5,2,4,1,6,4,0,04/01/2026,4
3.99,66.5,60,Quận 5,12,4,0,4,1,1,04/01/2026,4
4.39,109.75,40,Quận 5,1,4,1,4,1,0,04/01/2026,4
4.55,101.11,45,Quận 5,7,4,0,4.5,1,1,04/01/2026,4
6.3,215.75,29.2,Quận 5,5,3,1,3.2,4,0,31/12/2025,3
5.98,209.82,28.5,Quận 5,12,5,1,3,4,0,30/12/2025,5
37.95,354.67,107,Quận 5,3,30,1,6.4,7,0,30/12/2025,30
11,183.33,60,Quận 5,12,5,0,8,4,1,30/12/2025,5
6.8,161.9,42,Quận 5,6,3,1,4.2,2,0,30/12/2025,3
3.77,72.5,52,Quận 5,12,4,1,6,3,0,29/12/2025,4
7.15,84.12,85,Quận 5,12,4,1,5,1,0,29/12/2025,4
1.4,14,100,Quận 5,5,4,1,5,1,0,26/12/2025,4
400,620.16,645,Quận 5,12,4,1,20.3,5,0,25/12/2025,4
5.98,249.17,24,Quận 5,12,4,1,3,3,0,24/12/2025,4
4.9,163.33,30,Quận 5,4,4,0,3,3,1,24/12/2025,4
6,150,40,Quận 5,5,3,0,4,3,1,23/12/2025,4
10,125,80,Quận 5,6,5,1,4,4,0,23/12/2025,5
13.5,198.53,68,Quận 5,5,4,1,5,5.5,0,22/12/2025,4
19.5,232.14,84,Quận 5,10,5,1,4,4,0,22/12/2025,5
19.5,232.14,84,Quận 5,10,5,1,4,4,0,21/12/2025,5
7,112.9,62,Quận 5,12,3,0,4,1.5,1,18/12/2025,3
3,20.69,145,Quận 5,4,4,1,8,1,0,18/12/2025,4
10.5,145.83,72,Quận 5,6,11,1,4,4,0,16/12/2025,4
3.98,53.78,74,Quận 5,10,3,0,5,3,1,15/12/2025,3
2.15,107.5,20,Quận 5,12,2,1,4,1,0,08/12/2025,4
2.5,192.31,13,Quận 5,2,2,0,3.8,3.5,1,05/01/2026,2
10.1,144.29,70,Quận 5,1,5,1,4.06,2,0,05/01/2026,4
4.09,49.28,83,Quận 5,12,4,0,6,3.5,1,05/01/2026,4
3.65,51.99,70.2,Quận 5,12,4,0,4.5,3,1,04/01/2026,4
3.7,50.48,73.3,Quận 5,14,4,0,4,4,1,04/01/2026,4
3.55,46.16,76.9,Quận 5,12,4,0,5,3.5,1,04/01/2026,4
2.95,212.23,13.9,Quận 5,1,2,0,3.65,3,1,04/01/2026,2
50,462.96,108,Quận 5,1,4,1,6,5,0,04/01/2026,4
6.35,102.42,62,Quận 5,14,4,0,4,3,1,04/01/2026,4
19.5,234.94,83,Quận 5,5,4,0,7.6,4.5,1,04/01/2026,4
2.2,42.31,52,Quận 5,2,4,1,6,3,0,04/01/2026,4
40,384.62,104,Quận 5,9,4,1,4,4,0,04/01/2026,4
65,318.63,204,Quận 5,4,4,1,8,4,0,04/01/2026,4
40,347.83,115,Quận 5,12,4,1,6,7,0,04/01/2026,4
119,595,200,Quận 5,12,4,1,11,7,0,04/01/2026,4
4.26,49.53,86,Quận 5,12,4,0,5.5,2,1,04/01/2026,4
3.9,61.32,63.6,Quận 5,10,3,0,4.3,3.5,1,04/01/2026,3
